Time	Artist	Title	Album	Track MBID	Artist MBID	Album MBID
1221782278000	Anthem In	Down	Anthem In	08d983bd-a483-4625-9130-b0f02e61fc8f	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221782457000	Anthem In	Five minutes	Anthem In	3f934165-1481-4dff-9be4-dd0c0977b3a1	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221782629000	Anthem In	Hold on to me	Anthem In	5379173e-aa57-4d71-bfba-cdf001d64b0f	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221782857000	Anthem In	Until Morning	Anthem In	4ccc0a91-bc89-4bbc-bb0c-1f053a46d75e	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221783034000	Anthem In	8034	Anthem In	d412ef4b-a811-4440-b09e-56a5450aeeee	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221783722000	Mayday Parade	When I Get Home, You're So Dead	Music To Dance To	2fa3f31a-05be-4571-a9c1-527cb7f8027f	39076047-fce8-44cc-a388-4f6baba4acb4	
1221783936000	Pnau	The Last Track	Sambanova	086eee29-a23f-4d65-9094-d5776e0897d8	280eb9d8-5a57-497c-89c2-d66ddd90f2d2	a4b233d0-183a-482d-a7a7-7a1bb6d9ba38
1221784342000	Daphne Loves Derby	No One Is Convinced	Good Night, Witness Light	17089730-3d4e-4829-9073-009bca4717f3	fe3434c1-8928-45c9-94fe-2218eefb3d51	c44daef5-96f2-45ba-b97d-d3d81adfbd46
1221784571000	Houston Calls	Exit, Emergency	A Collection Of Short Stories	55600e84-c2d9-4ecb-ae80-7e6d1e47e358	66f339ff-4591-4ce0-8ded-1936adfca67a	1dddc32b-1a2a-4a44-81a9-611c570b04a5
1221784796000	The Secret Handshake	Coastal Cities	One Full Year	290277ca-8087-45b8-ab03-ad3df0245966	432c7522-87c8-46e0-8c9e-6df1c6c09a24	2c2ef096-90dd-4830-a78f-d8c6c28c6aa9
1221784962000	Project Rocket	You Charlatan	New Years Revolution	a99dd299-6aeb-4f31-94ba-62fe8410ed02	51c9a82e-eea7-4b88-80b4-6eab0f9e640d	
1221785148000	My American Heart	Runaway	The Meaning In Makeup	08138719-114d-468a-8887-859eccb5d958	f5dcf1ca-1954-4599-bbfd-01a7c140f661	547c9f1a-630d-4688-b29b-12e522c53730
1221785402000	Armor for Sleep	Kind of Perfect	Dream to Make Believe	0255fe90-f0f5-4cdc-beb5-20373c2ea23c	a5be6906-b6ad-43af-ae65-ec4f9aa6c40b	d5a587b6-fd2b-3119-8139-a8dd0bf540ea
1221785695000	Cartel	The Ransom	The Ransom EP	13e98699-ad3a-439b-99cb-8abfaa5a2d32	0189c612-39a5-485d-8fc2-eca025b73861	78943196-b0bb-4627-8ae7-03c98822a930
1221786039000	Tickle Me Pink	Typical	Madeline	1b4fd297-9891-4ce1-bdc2-6a29e0adf03b	41d973fd-a2ad-4728-a29c-e6e393c532c6	9f7d4927-7cff-4559-a5f6-9c4a628248d5
1221786237000	Tickle Me Pink	just let her go	Madeline		41d973fd-a2ad-4728-a29c-e6e393c532c6	9f7d4927-7cff-4559-a5f6-9c4a628248d5
1221786428000	Tickle Me Pink	We Still Dance	Madeline	02783ae0-e790-42e8-bcf1-f4e2686bce18	41d973fd-a2ad-4728-a29c-e6e393c532c6	9f7d4927-7cff-4559-a5f6-9c4a628248d5
1221786640000	Tickle Me Pink	Expiration Date	Madeline		41d973fd-a2ad-4728-a29c-e6e393c532c6	9f7d4927-7cff-4559-a5f6-9c4a628248d5
1221786834000	Tickle Me Pink	Go Die	Madeline	caaf453b-8a2c-4faf-a7ec-539ea89fcdd8	41d973fd-a2ad-4728-a29c-e6e393c532c6	9f7d4927-7cff-4559-a5f6-9c4a628248d5
1221876655000	Cartel	Runaway	Chroma	eaec6acb-4c05-436e-8c33-315bda265712	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221876825000	Cartel	Matter of Time	Chroma	3fd0806e-ec2e-45c4-a493-09730b7f32d8	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221877028000	Cartel	Burn This City	Chroma	3418b910-7887-46c0-ba33-939217c68425	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221877367000	Cartel	Luckie St.	Chroma	02dfe56a-70ab-4d26-86fa-4a702f09a206	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221877579000	Cartel	Settle Down	Chroma	2bb2087b-199e-4eb6-b58d-b4baa0d2be72	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221877762000	Cartel	If I Fail	Chroma	3a995873-a126-48d2-8709-6939c8ba1f04	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221877982000	Cartel	The Minstrel's Prayer	Chroma	14a7f156-c3c0-470a-b4bf-00cffb72fb18	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221878260000	Cartel	Q	Chroma	2d9fd825-dc4a-4027-98d2-e73610f500fa	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221878415000	Cartel	A	Chroma	335a1eb7-5ac5-4394-8646-8357e0b0046e	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1221878789000	Anthem In	Moving on	Anthem In	7ff02554-4973-4d67-9fda-2e901d8946f2	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221879399000	Anthem In	Moving on	Anthem In	7ff02554-4973-4d67-9fda-2e901d8946f2	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221879575000	Anthem In	Down	Anthem In	08d983bd-a483-4625-9130-b0f02e61fc8f	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221879754000	Anthem In	Five minutes	Anthem In	3f934165-1481-4dff-9be4-dd0c0977b3a1	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1221879926000	Anthem In	Hold on to me	Anthem In	5379173e-aa57-4d71-bfba-cdf001d64b0f	5c12e123-0d98-4d06-a795-b385919b5258	03638807-ae29-4dce-af49-c9d619a3e3ab
1222099838000	The Audition	Basbhat	Champion	b8ddb5e9-1e63-420d-9940-2897af1f266d	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222100000000	The Audition	Warm Me Up	Champion	3af5a607-4e44-4e2c-8e48-041fdcc1bf67	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222100212000	The Audition	Heaven For The Weather	Champion	d0ca0ad4-6ca7-4741-8dc3-2550dfd0f797	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222100401000	The Audition	Edinboro	Champion	14347956-9a14-422e-a870-80638d047f08	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222100592000	The Audition	Hell To Sell	Champion	ca8cfa85-ef78-4d57-b8f4-aef1d7ee105c	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222100848000	Beat Union	Pressure Zone	Disconnected	137e241f-1bdf-4423-8a74-7bf9e0214856	79edf7bc-0b58-4c52-92f0-37a0faa57038	c37ae507-e21f-45d0-92d4-c04c5dcc3353
1222101106000	Black Kids	Hit The Heartbrakes	Partie Traumatic	778b22e6-2cda-467d-b59d-95d4e1d2a70e	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222101330000	Black Kids	Partie Traumatic	Partie Traumatic	52acea1e-c7ea-4a3c-864f-ce6b3e906088	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222101521000	Black Kids	Listen To Your Body Tonight	Partie Traumatic	d9764c75-1dd9-4be1-a64f-e834f635fd53	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222101709000	Black Kids	Hurricane Jane	Partie Traumatic	b85aa4b7-fcfe-420f-b2f3-1f80dfe9760b	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222102005000	Cansei de Ser Sexy	Musicis My Hot Hot Sex	Cansei De Ser Sexy			f53787bf-4c84-431e-9a87-0f56e24c16c6
1222102192000	Cansei de Ser Sexy	This Month, Day 10	Cansei De Ser Sexy	c5734a36-86c1-455a-8a84-0ac5bf7bc810		f53787bf-4c84-431e-9a87-0f56e24c16c6
1222102430000	Cansei de Ser Sexy	Left Behind (Album Version)	Left Behind CDS Promo			
1222102635000	A Cursive Memory	South	Changes	5ec56d60-4912-47cc-aa7a-e83e5779042e	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222102864000	A Cursive Memory	Everything	Changes	53381d6e-7e77-4a00-bea4-39e0e2c32f03	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222103066000	A Cursive Memory	Changes	Changes	d709ad39-412b-4def-b9b9-bf441b8e6671	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222103239000	A Cursive Memory	Perfect Company	Changes	91f30736-74c4-4158-b52f-4ec8a360a183	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222103447000	A Cursive Memory	Bank	Changes	2ee2b33f-943e-4c3d-85e9-2a3652b7f28b	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222103670000	A Cursive Memory	Lions	Changes	9df4905d-aa3d-400e-acd7-aec4ca3c8301	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222103904000	A Cursive Memory	The Piano Song	Changes	b6760d62-21ab-4da0-a102-788d958e73d2	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222104159000	A Cursive Memory	Tonight Lites	Changes	cc6315b4-7940-4c7d-814b-7db4816d0205	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222104327000	A Cursive Memory	A Different Kind Of Love	Changes	02279d55-4f0d-45f4-9529-62ca273c9ae7	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222104582000	A Cursive Memory	Believe	Changes	d281ed16-d10d-4215-87d2-a0160a79e5ae	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1222129740000	We the Kings	Secret Valentine	We The Kings	2ad38695-625b-491a-be04-1ed50b971fad	6ec79457-b06b-4e3b-83f9-9b26fc7a99bc	f71927b9-bfa3-4e6b-8d3e-38d8712ecb20
1222129967000	Ladytron	Season of Illusions	Velocifero	3dbfd1c8-786c-4fc9-af99-b3b7f3f70ab4	b45335d1-5219-4262-a44d-936aa36eeaed	3c090385-82d6-48e1-a32f-1ec5889efd4a
1222130209000	Gym Class Heroes	1st period: The Queen And I	As Cruel As School Children	2a39f098-d458-4c72-a94a-39feeec2e71c	f4d4b515-0b74-423f-a161-db184330c37c	69769c7f-3c8d-3548-bc02-94a46d862ec8
1222130408000	Gorillaz	5_4	Greatest Hits -		e21857d5-3256-4547-afb3-4b6ded592596	
1222130591000	Lucky Boys Confusion	These Days	Commitment		55e8f56e-588d-4fbe-a718-7a2d47c12d2d	486841eb-8b3c-4aea-8416-6c0ad5102636
1222130740000	Lil' Wayne	What Does Life Mean To Me (Feat. TQ and Big Tymers)	500 Degreez			
1222130858000	Cobra Starship	My Moves Are White (White Hot, That Is)	¡Viva La Cobra!		ffb390b8-8df4-4b72-97d1-7b2fc008a452	2b56fb6a-a45b-4657-b692-064c529b432a
1222131129000	The Matches	Clumsy Heart	Decomposer	3d22d0fc-294f-4efc-ba4f-b8781e842d70	0fc0b0e8-9e40-432d-973e-a184b7be01e1	29898ab5-9402-4b01-9b7c-8cb8ebe4d0d3
1222131352000	Hawthorne Heights	Saying Sorry	Alternative Times Vol 69	154588f6-cf89-4f93-9d3f-ca799e9c9eaf	194eeda1-e662-43bc-b9be-32fc1afecc8b	
1222131601000	Mest	Cadillac	Alternative Times Vol 20	09b233ae-e8a0-4e69-8cfa-7f76b65112f7	5aea663c-7508-4992-bf56-fb0362797187	
1222205409000	Crash Romeo	Minutes To Miles	Minutes To Miles	7edfc3d4-cef3-4dde-b940-0e69c679ded2	2e8a8501-5c18-436e-ac55-e03955c3f63d	02e47435-736c-402e-8de7-0752d8bb05d1
1222273406000	Forever the Sickest Kids	She's A Lady	Underdog Alma Mater	3d92c095-935e-4db3-9daa-dd973eae786e	5c6f8874-cb53-4f4d-9168-cc2af8c7ecf9	a5e16bd6-0064-42b5-b3ef-40c0eb3aecf5
1222273648000	Houston Calls	A Pen And A Piece Of Mind	A Collection Of Short Stories	9a355a9e-a1c6-441e-ad98-7e84ca4e616b	66f339ff-4591-4ce0-8ded-1936adfca67a	1dddc32b-1a2a-4a44-81a9-611c570b04a5
1222273842000	My American Heart	Postcards And Letters (Pittston)	The Meaning In Makeup	1c03e378-1729-4267-a124-fa3d61fba4f2	f5dcf1ca-1954-4599-bbfd-01a7c140f661	547c9f1a-630d-4688-b29b-12e522c53730
1222274126000	Holiday Parade	Never Enough	This Is My Year EP	6ced39f5-e766-499e-829d-7660eb0e74c5	0964ce63-5e4f-4d28-aa1b-aa9a44a8cab7	
1222274306000	Acceptance	Glory/Us	Phantoms	0291c705-22bf-440c-8fa5-bc12a7d80eba	364e1151-40f0-476d-a437-8fc6427262e8	dc73104f-81f7-4030-9f1a-9db8799eeac1
1222274494000	We Shot the Moon	Sway Your Head	The Polar Bear And Cougar EP	12a23650-080e-4363-be2d-e55ee7e0c688	f273fd9b-8d64-4641-a6b7-fc26ef2908c4	
1222274690000	Something Corporate	Just Like A Woman	Listen To Bob Dylan - A Tribute	ba7a1271-e924-46c2-a3a5-5b3d5fe8a3cd	8dacf242-9bf7-44f5-b2eb-18305b904551	
1222274993000	The Secret Handshake	Coastal Cities	One Full Year	290277ca-8087-45b8-ab03-ad3df0245966	432c7522-87c8-46e0-8c9e-6df1c6c09a24	2c2ef096-90dd-4830-a78f-d8c6c28c6aa9
1222275160000	JamisonParker	Goodbyes	Sleepwalker	13824fbc-bfff-4962-95a8-814d9f795c9a	4d499e30-aecd-4847-9601-3f5c07e395fb	6b3df9d4-5ea6-4eb7-a2a3-091c92012577
1222275386000	Between the Trees	The Way She Feels	The Story and The Song	441a4734-380c-4466-aa8e-39e3b9d06761	bc0ff393-baf9-48e5-8c74-79561c453094	9d8f6903-a506-3716-89e1-cb4afffa2dc8
1222275696000	The Graduate	Justified	Horror Show	2a8d7c0c-fdf1-4830-b3e7-f8cae5be047b	86a50d95-aab8-4398-bad7-9167c0b651dd	f26863e0-68d7-4ae9-9626-973abf54439f
1222275845000	Sherwood	The Last to Know	Sing, but Keep Going	0acb7dd4-7f67-49e6-aef9-50c101e4a04a	6cc91f71-b077-4c6d-b6fa-1a19fbe4778c	9fb7853b-e7ba-4381-8c38-0f0f01a146a2
1222276041000	Valencia	Will We Ever Know How?	This Could Be A Possibility	bf50b3fd-61a3-431b-a7b5-4d45899303bb	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1222276236000	Rediscover	My Pretty Eyes	Call Me When You Get This	81ace7e6-a4d2-4a0d-a6da-273ff749c460	35050488-7f2d-4d37-85e5-0425088e47ba	3a845ad0-3345-42f4-8048-fcb8ba6a5386
1222276595000	New Found Glory	Truth Of My Youth	Catalyst	1f206a5a-9b6e-49e8-8db3-b875a2759bfb	6acb932e-840d-47ac-8e0d-725ad8a6e52c	ece7ea2d-c3b2-41ee-a688-97d241c34b8e
1222351634000	Valencia	Better Be Prepared	We All Need A Reason To Believe	93e138a5-b399-4951-91ed-11e14ba0735b	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222351823000	Valencia	Holiday	We All Need A Reason To Believe	fdc88372-a21b-4b91-93dd-77b430e6e10f	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222352001000	Valencia	Where Did You Go?	We All Need A Reason To Believe	f7e0731b-add5-4a69-8ee5-b9bb2207b5d2	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222352202000	Valencia	Head In Hands	We All Need A Reason To Believe	cc565555-07f6-4573-8376-871c79010c8f	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222352377000	Valencia	Carry On	We All Need A Reason To Believe	8ea6e9e2-2ecf-4e86-b67d-2d9d6d345b7c	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222352599000	Valencia	All At Once	We All Need A Reason To Believe	73065f7c-fbb6-40ee-a343-e54973eb55cc	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222352806000	Valencia	Safe To Say	We All Need A Reason To Believe	42d31572-a0d1-4f54-92d3-4c03f754e119	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222353006000	Valencia	Listen Up	We All Need A Reason To Believe		825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222353225000	Valencia	I Can't See Myself	We All Need A Reason To Believe		825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222353445000	Valencia	The Good Life	We All Need A Reason To Believe	da2a9bae-868a-4245-9f54-30118bf68e34	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222357636000	Valencia	Better Be Prepared	We All Need A Reason To Believe	93e138a5-b399-4951-91ed-11e14ba0735b	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222357814000	Valencia	Holiday	We All Need A Reason To Believe	fdc88372-a21b-4b91-93dd-77b430e6e10f	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222358015000	Valencia	Where Did You Go?	We All Need A Reason To Believe	f7e0731b-add5-4a69-8ee5-b9bb2207b5d2	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222358191000	Valencia	Head In Hands	We All Need A Reason To Believe	cc565555-07f6-4573-8376-871c79010c8f	825e45ca-796e-471a-908f-8bfe2453a454	04d2ed39-4e95-44a4-83e1-86410297bd0f
1222358641000	Black Kids	Hit The Heartbrakes	Partie Traumatic	778b22e6-2cda-467d-b59d-95d4e1d2a70e	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222358641000	Black Kids	Hit The Heartbrakes	Partie Traumatic	778b22e6-2cda-467d-b59d-95d4e1d2a70e	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222358832000	Black Kids	Partie Traumatic	Partie Traumatic	52acea1e-c7ea-4a3c-864f-ce6b3e906088	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222359020000	Black Kids	Listen To Your Body Tonight	Partie Traumatic	d9764c75-1dd9-4be1-a64f-e834f635fd53	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222359293000	Black Kids	Hurricane Jane	Partie Traumatic	b85aa4b7-fcfe-420f-b2f3-1f80dfe9760b	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222359562000	Black Kids	I'm Making Eyes at You	Partie Traumatic	f7f0e8a2-58f7-4324-a11f-852e50ffd314	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222359797000	Black Kids	I've Underestimated My Charm (Again)	Partie Traumatic	46ebd73e-5d8b-4ed9-85f9-09b310641675	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222360015000	Black Kids	I'm Not Gonna Teach Your Boyfriend How to Dance With You	Partie Traumatic	15d2c509-5d96-4ebd-b309-b4ff21610da5	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222360260000	Black Kids	Love Me Already	Partie Traumatic	40b5c6b4-88d5-45eb-b36d-03c7867ba736	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222360456000	Black Kids	I Wanna Be Your Limousine	Partie Traumatic	765c130e-8bf1-44d4-9c78-dbf7368ee881	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222360708000	Black Kids	Look at Me (When I Rock Wichoo)	Partie Traumatic	0dc066d2-28c9-4d27-8fb1-3f868a34cf92	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222360913000	The Audition	Basbhat	Champion	b8ddb5e9-1e63-420d-9940-2897af1f266d	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222361125000	The Audition	Warm Me Up	Champion	3af5a607-4e44-4e2c-8e48-041fdcc1bf67	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222361314000	The Audition	Heaven For The Weather	Champion	d0ca0ad4-6ca7-4741-8dc3-2550dfd0f797	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222361506000	The Audition	Edinboro	Champion	14347956-9a14-422e-a870-80638d047f08	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222361734000	The Audition	Hell To Sell	Champion	ca8cfa85-ef78-4d57-b8f4-aef1d7ee105c	fbeaf468-bc8d-40eb-a530-4f8982b2e1fe	c68fc163-6b59-4fe1-927d-06d4cf89fe4d
1222362055000	The Dangerous Summer	Here We Are After Dark	If You Could Only Keep Me Alive	92948086-d34a-4c0b-9666-50fb1873ad4e	1999a33b-e56e-467d-af1a-53ea14f5a2cd	dc0d0ae7-0f42-4e41-8ae5-d8ee861cebb3
1222362359000	The Dangerous Summer	I Would Stay	If You Could Only Keep Me Alive	36c72961-1dd7-4f22-adc3-ebeedb32f7a0	1999a33b-e56e-467d-af1a-53ea14f5a2cd	dc0d0ae7-0f42-4e41-8ae5-d8ee861cebb3
1222362574000	The Dangerous Summer	The Permanent Rain	If You Could Only Keep Me Alive	98e25325-0805-474b-9b70-ef86d976a713	1999a33b-e56e-467d-af1a-53ea14f5a2cd	dc0d0ae7-0f42-4e41-8ae5-d8ee861cebb3
1222362794000	The Dangerous Summer	Wake Up	If You Could Only Keep Me Alive	b2039552-c955-400d-b5e3-423f882f313a	1999a33b-e56e-467d-af1a-53ea14f5a2cd	dc0d0ae7-0f42-4e41-8ae5-d8ee861cebb3
1222363079000	The Dangerous Summer	Home	If You Could Only Keep Me Alive	d37ea5a1-d8c9-4df1-a378-dd43b5fa96de	1999a33b-e56e-467d-af1a-53ea14f5a2cd	dc0d0ae7-0f42-4e41-8ae5-d8ee861cebb3
1222363300000	The Dangerous Summer	Disconnect	If You Could Only Keep Me Alive	8dcb7b25-3093-4d04-80ed-a7a0914eea6f	1999a33b-e56e-467d-af1a-53ea14f5a2cd	dc0d0ae7-0f42-4e41-8ae5-d8ee861cebb3
1222363539000	The Dangerous Summer	Of Confidence	If You Could Only Keep Me Alive	121e265c-a202-4883-8780-1ab660fce671	1999a33b-e56e-467d-af1a-53ea14f5a2cd	dc0d0ae7-0f42-4e41-8ae5-d8ee861cebb3
1222389085000	A	Nothing	Alternative Times Vol 27	20707494-b673-449c-9b8c-d62437b0ae91	51257cf7-1672-4580-ae5c-93eefe3684fb	
1222389320000	Sum 41	Underclass Hero	Underclass Hero	0d41f09b-75b4-4c64-8227-640123e9d312	f2eef649-a6d5-4114-afba-e50ab26254d2	d1b07137-b62e-45b7-b5e4-663218851844
1222389697000	The Smashing Pumpkins	Bring the Light	Alternative Times Vol 87	06ea317c-4a2e-465f-882a-85d549a8c1ae	2b42ec56-6785-4ed8-b3cb-190f750111bb	
1222389864000	The Sleeping	Listen Close	Questions and Answers	7cb93e2d-9a14-4151-8cae-a373097e79b9	c2249c10-1485-4114-a840-da1dfd4a90f1	bddbea15-9e04-456d-bf59-dcd8e6c33c40
1222390028000	Red Hot Chili Peppers	Snow (Hey Oh)	Alternative Times Vol 74	773b5354-4cc1-4af2-9227-56b708f4990a	8bfac288-ccc5-448d-9573-c33ea2aa5c30	
1222460112000	All Time Low	Break Out! Break Out!	Put Up or Shut Up [EP]	54600d8a-f9d1-4837-b40c-f92e50f5b02f	62162215-b023-4f0e-84bd-1e9412d5b32c	
1222460329000	Valencia	The Space Between	This Could Be a Possibility-(RETAIL)	441e7cf3-9f1b-43d5-a9e9-3953d3d857b2	825e45ca-796e-471a-908f-8bfe2453a454	
1222460922000	Hit the Lights	Speakers Blown	This is A Stickup... Don't Mak		b0442f82-6322-4096-8535-b3bb776019d3	
1222461132000	Boys Like Girls	Dance Hall Drug	Boys Like Girls	dc586506-e772-4148-8901-a1b9c33167eb	d6e65033-b56a-49df-8744-6fc3ffd75edd	61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f
1222699589000	Motion City Soundtrack	Attractive Today	Commit This to Memory	001b356f-abbb-46cd-9ece-adc747dcaf85	190e78ac-8f44-4bf1-a4ff-95ed9376ad9e	63db4f9e-d05f-35b0-8c5d-722927502e09
1222699706000	The Starting Line	I Could Be Wrong	Direction	ea18dfd7-b9c4-4de3-b9cb-b3d5f2436a05	9701356d-08d9-45ba-975d-977ab466e7be	ece9c44a-274a-44c1-92f0-2962ed4810a1
1222699943000	Black Kids	Hit The Heartbrakes	Partie Traumatic	778b22e6-2cda-467d-b59d-95d4e1d2a70e	38f953ac-af97-40b1-b95c-ab35cc0d7a81	5c351ab4-f722-4491-a165-021dcea3e59b
1222700167000	Madina Lake	Here I Stand	Alternative Times Vol 87	3b191cbe-27a7-412c-87fa-4255704794ab	157ea952-039b-4be3-8796-30edd11e8baa	
1222700358000	Caesars	Only You	39 Minutes of Bliss (In An Otherwise Meaningless World)	14da966f-1a1f-4490-831a-9348f44d4956	2f1e4ada-2b9a-4834-90fa-88d61b73082f	170b8496-ebb6-433d-be3f-18e9859b5b9f
1222700532000	Eric And Mark Shaiman	Kyle's Mom's A Bitch	South Park: Bigger, Longer, An			
